I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.075,0.021,-0.079,0.039,0.056,-0.079,-0.016,-0.024,-0.047,-0.05,0.113,0.093
0.075,0.018,-0.079,0.037,0.057,-0.084,-0.021,-0.028,-0.047,-0.058,0.1,0.081
0.075,0.016,-0.079,0.039,0.06,-0.084,-0.026,-0.031,-0.047,-0.065,0.088,0.068
0.075,0.016,-0.081,0.042,0.061,-0.081,-0.03,-0.033,-0.048,-0.073,0.075,0.056
0.075,0.018,-0.084,0.043,0.059,-0.079,-0.03,-0.036,-0.051,-0.081,0.064,0.043
0.075,0.021,-0.088,0.043,0.056,-0.082,-0.03,-0.038,-0.053,-0.088,0.054,0.031
0.08,0.021,-0.095,0.043,0.054,-0.084,-0.027,-0.04,-0.049,-0.095,0.044,0.018
0.085,0.021,-0.103,0.043,0.051,-0.084,-0.022,-0.037,-0.044,-0.1,0.036,0.014
0.09,0.021,-0.107,0.043,0.049,-0.082,-0.017,-0.035,-0.038,-0.105,0.028,0.012
0.095,0.021,-0.109,0.044,0.052,-0.079,-0.02,-0.036,-0.03,-0.106,0.022,0.009
0.1,0.021,-0.111,0.046,0.054,-0.082,-0.022,-0.038,-0.023,-0.106,0.017,0.007
0.103,0.019,-0.114,0.049,0.057,-0.084,-0.025,-0.04,-0.022,-0.106,0.012,0.004
0.105,0.016,-0.116,0.047,0.059,-0.085,-0.027,-0.035,-0.022,-0.106,0.009,0.002
0.107,0.014,-0.119,0.045,0.062,-0.085,-0.03,-0.03,-0.022,-0.106,0.006,-0.001
0.107,0.011,-0.121,0.042,0.062,-0.085,-0.03,-0.029,-0.022,-0.106,0.004,-0.003
0.107,0.009,-0.124,0.04,0.062,-0.09,-0.03,-0.032,-0.022,-0.106,0.004,-0.003
0.11,0.01,-0.124,0.037,0.055,-0.095,-0.028,-0.034,-0.02,-0.106,0.004,-0.003
0.115,0.013,-0.124,0.017,0.038,-0.095,-0.023,-0.034,-0.017,-0.106,0.004,-0.003
0.12,0.014,-0.125,-0.01,0.02,-0.084,-0.018,-0.034,-0.016,-0.106,0.004,-0.003
0.123,0.011,-0.127,-0.042,0.003,-0.074,-0.013,-0.034,-0.018,-0.106,0.004,-0.003
0.125,0.009,-0.13,-0.095,-0.015,-0.039,-0.008,-0.034,-0.021,-0.106,0.004,-0.003
0.126,0.008,-0.132,-0.147,-0.031,0.001,-0.004,-0.034,-0.019,-0.106,0.004,-0.003
0.126,0.008,-0.135,-0.208,-0.043,0.049,-0.004,-0.034,-0.014,-0.106,0.004,-0.003
0.126,0.008,-0.137,-0.273,-0.056,0.117,-0.004,-0.034,-0.009,-0.106,0.004,-0.003
0.126,0.008,-0.14,-0.337,-0.079,0.185,-0.004,-0.034,-0.006,-0.107,0.004,-0.003
0.126,0.008,-0.142,-0.392,-0.106,0.262,-0.004,-0.034,-0.004,-0.11,0.002,-0.005
0.126,0.008,-0.141,-0.448,-0.133,0.342,-0.005,-0.034,-0.001,-0.112,-0.001,-0.008
0.126,0.008,-0.138,-0.484,-0.153,0.423,-0.007,-0.034,0.001,-0.113,-0.003,-0.012
0.126,0.008,-0.138,-0.504,-0.173,0.506,-0.01,-0.034,0.004,-0.113,-0.006,-0.017
0.128,0.005,-0.143,-0.524,-0.164,0.589,-0.012,-0.034,0.002,-0.108,-0.008,-0.022
0.131,0.003,-0.148,-0.483,-0.137,0.643,-0.015,-0.034,-0.001,-0.09,-0.004,-0.024
0.133,0.0,-0.151,-0.441,-0.109,0.684,-0.017,-0.034,-0.002,-0.073,0.001,-0.027
0.136,-0.002,-0.153,-0.382,-0.079,0.709,-0.014,-0.032,0.001,-0.019,0.016,-0.022
0.138,-0.005,-0.156,-0.302,-0.049,0.634,-0.012,-0.03,0.003,0.049,0.044,-0.007
0.139,-0.002,-0.156,-0.221,-0.03,0.558,-0.009,-0.027,0.006,0.129,0.071,0.009
0.139,0.001,-0.156,-0.166,-0.023,0.462,-0.007,-0.025,0.008,0.261,0.152,0.061
0.139,0.002,-0.156,-0.113,-0.015,0.352,-0.005,-0.022,0.01,0.394,0.24,0.119
0.139,0.002,-0.156,-0.072,-0.015,0.244,-0.004,-0.021,0.01,0.555,0.346,0.19
0.139,0.002,-0.156,-0.055,-0.015,0.189,-0.004,-0.021,0.01,0.732,0.486,0.288
0.139,0.002,-0.158,-0.037,-0.018,0.133,-0.005,-0.021,0.01,0.91,0.626,0.386
0.139,0.002,-0.161,-0.037,-0.025,0.097,-0.008,-0.021,0.01,1.088,0.769,0.487
0.139,0.001,-0.164,-0.043,-0.033,0.08,-0.01,-0.021,0.011,1.265,0.912,0.59
0.139,-0.002,-0.169,-0.047,-0.04,0.062,-0.009,-0.021,0.013,1.403,1.041,0.684
0.139,-0.004,-0.174,-0.049,-0.048,0.073,-0.006,-0.021,0.015,1.506,1.132,0.752
0.139,-0.005,-0.175,-0.052,-0.05,0.086,-0.004,-0.021,0.015,1.608,1.222,0.82
0.139,-0.005,-0.175,-0.047,-0.037,0.097,-0.004,-0.021,0.013,1.556,1.23,0.838
0.139,-0.005,-0.175,-0.04,-0.025,0.108,-0.004,-0.021,0.01,1.501,1.202,0.836
0.139,-0.008,-0.175,-0.032,-0.011,0.118,-0.003,-0.021,0.01,1.398,1.149,0.817
0.139,-0.01,-0.175,-0.025,0.004,0.103,0.0,-0.021,0.01,1.231,0.956,0.709
0.139,-0.011,-0.175,-0.017,0.019,0.086,0.002,-0.021,0.01,1.064,0.763,0.601
0.139,-0.011,-0.175,-0.011,0.031,0.065,0.005,-0.021,0.01,0.598,0.553,0.481
0.139,-0.01,-0.174,-0.006,0.044,0.04,0.007,-0.021,0.01,0.089,0.332,0.353
0.137,-0.008,-0.169,-0.001,0.048,0.015,0.01,-0.021,0.01,-0.283,0.12,0.229
0.134,-0.005,-0.164,0.001,0.045,-0.002,0.012,-0.021,0.01,-0.376,0.032,0.164
0.132,-0.005,-0.163,0.004,0.043,-0.017,0.015,-0.021,0.01,-0.469,-0.056,0.099
0.132,-0.005,-0.166,0.006,0.045,-0.029,0.01,-0.021,0.007,-0.464,-0.099,0.06
0.132,-0.004,-0.168,0.009,0.048,-0.031,0.005,-0.021,0.005,-0.432,-0.102,0.045
0.136,-0.002,-0.176,0.011,0.053,-0.034,0.002,-0.021,0.004,-0.396,-0.104,0.03
0.141,0.001,-0.183,0.011,0.06,-0.036,0.002,-0.021,0.004,-0.348,-0.087,0.034
0.145,0.002,-0.186,0.011,0.068,-0.039,0.002,-0.021,0.004,-0.301,-0.07,0.039
0.142,0.002,-0.181,0.013,0.064,-0.043,0.004,-0.023,0.004,-0.263,-0.054,0.042
0.14,0.002,-0.176,0.018,0.059,-0.053,0.007,-0.025,0.004,-0.231,-0.042,0.042
0.137,-0.003,-0.175,0.023,0.053,-0.063,0.008,-0.027,0.001,-0.2,-0.029,0.042
0.135,-0.008,-0.175,0.022,0.045,-0.065,0.008,-0.025,-0.004,-0.18,-0.023,0.038
0.133,-0.012,-0.175,0.019,0.038,-0.062,0.008,-0.022,-0.009,-0.16,-0.018,0.033
0.135,-0.015,-0.175,0.017,0.04,-0.059,0.008,-0.021,-0.012,-0.144,-0.015,0.028
0.138,-0.017,-0.175,0.014,0.045,-0.054,0.008,-0.021,-0.014,-0.131,-0.015,0.023
0.138,-0.017,-0.169,0.012,0.05,-0.049,0.008,-0.021,-0.015,-0.119,-0.015,0.018
0.135,-0.017,-0.162,0.013,0.052,-0.049,0.008,-0.024,-0.015,-0.112,-0.017,0.015
0.133,-0.017,-0.155,0.016,0.055,-0.051,0.008,-0.026,-0.015,-0.104,-0.019,0.012
0.13,-0.017,-0.153,0.017,0.057,-0.054,0.008,-0.028,-0.015,-0.098,-0.022,0.01
0.128,-0.017,-0.15,0.014,0.06,-0.056,0.008,-0.028,-0.015,-0.093,-0.024,0.01
0.127,-0.013,-0.154,0.012,0.062,-0.059,0.008,-0.028,-0.016,-0.088,-0.027,0.01
0.129,-0.008,-0.161,0.013,0.065,-0.06,0.006,-0.025,-0.019,-0.083,-0.026,0.007
0.132,-0.004,-0.169,0.015,0.067,-0.06,0.003,-0.023,-0.021,-0.078,-0.023,0.002
0.132,-0.001,-0.171,0.018,0.068,-0.06,0.001,-0.022,-0.024,-0.075,-0.021,-0.003
0.132,0.001,-0.173,0.018,0.068,-0.062,-0.002,-0.025,-0.026,-0.078,-0.021,-0.003
0.131,0.0,-0.173,0.018,0.068,-0.065,-0.004,-0.027,-0.027,-0.08,-0.021,-0.003
0.126,-0.003,-0.168,0.015,0.066,-0.067,-0.004,-0.03,-0.025,-0.079,-0.023,-0.004
0.121,-0.005,-0.163,0.009,0.063,-0.07,-0.004,-0.032,-0.022,-0.076,-0.025,-0.007
0.12,-0.005,-0.16,0.005,0.059,-0.072,-0.003,-0.034,-0.02,-0.073,-0.027,-0.009
0.12,-0.005,-0.157,0.002,0.054,-0.064,-0.001,-0.034,-0.017,-0.068,-0.022,-0.009
0.12,-0.003,-0.154,0.0,0.049,-0.054,0.002,-0.034,-0.016,-0.063,-0.017,-0.009
0.12,0.0,-0.149,-0.002,0.044,-0.046,0.002,-0.034,-0.018,-0.06,-0.012,-0.008
0.12,0.002,-0.144,-0.002,0.039,-0.041,0.002,-0.034,-0.021,-0.057,-0.007,-0.005
0.117,-0.001,-0.139,-0.002,0.039,-0.036,0.002,-0.034,-0.023,-0.056,-0.002,-0.003
0.112,-0.004,-0.134,0.001,0.046,-0.034,0.002,-0.034,-0.026,-0.058,-0.007,-0.003
0.107,-0.006,-0.131,0.003,0.054,-0.034,0.002,-0.034,-0.028,-0.061,-0.012,-0.003
0.107,-0.009,-0.133,0.004,0.057,-0.036,0.004,-0.034,-0.028,-0.059,-0.013,-0.003
0.107,-0.011,-0.136,0.001,0.06,-0.041,0.007,-0.034,-0.028,-0.054,-0.008,-0.003
0.107,-0.016,-0.138,-0.001,0.062,-0.046,0.008,-0.034,-0.028,-0.049,-0.003,-0.003
0.107,-0.021,-0.141,-0.004,0.062,-0.049,0.005,-0.034,-0.028,-0.044,0.0,-0.003
0.107,-0.021,-0.143,-0.006,0.062,-0.051,0.003,-0.034,-0.028,-0.039,0.003,-0.003
0.107,-0.016,-0.143,-0.007,0.062,-0.052,0.0,-0.034,-0.028,-0.035,0.004,-0.003
0.107,-0.011,-0.143,-0.005,0.062,-0.045,-0.002,-0.034,-0.028,-0.032,0.004,-0.003
0.105,-0.008,-0.142,-0.002,0.061,-0.037,-0.004,-0.034,-0.028,-0.03,0.004,-0.003
0.1,-0.006,-0.139,-0.004,0.056,-0.034,-0.004,-0.034,-0.028,-0.025,0.004,-0.001
0.095,0.002,-0.137,-0.006,0.051,-0.034,-0.004,-0.034,-0.028,-0.02,0.004,0.002
0.098,0.017,-0.139,-0.009,0.049,-0.034,-0.004,-0.034,-0.028,-0.014,0.004,0.004
0.103,0.032,-0.141,-0.011,0.049,-0.026,-0.004,-0.034,-0.028,-0.007,0.004,0.007
0.106,0.049,-0.143,-0.014,0.049,-0.019,-0.004,-0.034,-0.028,0.001,0.004,0.009
0.104,0.067,-0.143,-0.016,0.049,-0.017,-0.002,-0.034,-0.028,0.002,0.006,0.01
0.101,0.084,-0.143,-0.019,0.049,-0.019,0.001,-0.034,-0.028,0.002,0.009,0.01
0.096,0.099,-0.137,-0.021,0.046,-0.022,0.002,-0.034,-0.028,0.002,0.01,0.01
0.088,0.114,-0.13,-0.027,0.038,-0.017,0.002,-0.034,-0.028,0.002,0.008,0.01
0.081,0.127,-0.124,-0.032,0.031,-0.012,0.002,-0.034,-0.028,0.002,0.005,0.01
0.081,0.139,-0.124,-0.035,0.028,-0.004,0.0,-0.034,-0.028,0.01,0.006,0.01
0.081,0.15,-0.124,-0.038,0.025,0.006,-0.003,-0.034,-0.028,0.02,0.008,0.01
0.084,0.155,-0.114,-0.04,0.024,0.016,-0.005,-0.034,-0.029,0.028,0.011,0.01
0.089,0.16,-0.099,-0.037,0.027,0.019,-0.008,-0.037,-0.032,0.031,0.013,0.01
0.094,0.17,-0.084,-0.035,0.029,0.021,-0.01,-0.039,-0.034,0.033,0.016,0.01
0.094,0.183,-0.067,-0.036,0.028,0.022,-0.011,-0.04,-0.037,0.037,0.018,0.013
0.094,0.196,-0.049,-0.041,0.025,0.02,-0.011,-0.04,-0.039,0.042,0.021,0.018
0.093,0.214,-0.034,-0.046,0.023,0.017,-0.01,-0.04,-0.04,0.048,0.023,0.023
0.091,0.231,-0.022,-0.049,0.02,0.023,-0.005,-0.035,-0.037,0.055,0.028,0.03
0.088,0.241,-0.009,-0.051,0.018,0.03,0.0,-0.03,-0.035,0.063,0.033,0.038
0.09,0.246,0.003,-0.055,0.017,0.037,0.004,-0.028,-0.034,0.069,0.037,0.042
0.092,0.25,0.015,-0.06,0.017,0.042,0.006,-0.028,-0.034,0.074,0.04,0.042
0.093,0.245,0.027,-0.065,0.017,0.047,0.008,-0.028,-0.034,0.079,0.042,0.042
0.091,0.24,0.037,-0.07,0.02,0.054,0.006,-0.028,-0.034,0.089,0.043,0.044
0.089,0.233,0.047,-0.075,0.022,0.062,0.003,-0.028,-0.034,0.099,0.043,0.047
0.088,0.223,0.059,-0.079,0.023,0.069,-0.001,-0.026,-0.034,0.111,0.043,0.049
0.088,0.213,0.071,-0.082,0.023,0.074,-0.006,-0.024,-0.034,0.126,0.046,0.052
0.088,0.19,0.084,-0.084,0.023,0.079,-0.011,-0.021,-0.034,0.141,0.048,0.054
0.093,0.167,0.099,-0.088,0.018,0.082,-0.011,-0.026,-0.034,0.154,0.055,0.059
0.098,0.143,0.114,-0.094,0.013,0.085,-0.011,-0.031,-0.034,0.166,0.062,0.064
0.102,0.115,0.119,-0.098,0.006,0.088,-0.008,-0.034,-0.036,0.177,0.069,0.067
0.104,0.087,0.119,-0.1,-0.004,0.098,-0.003,-0.034,-0.038,0.184,0.071,0.061
0.107,0.064,0.118,-0.103,-0.014,0.108,0.002,-0.034,-0.041,0.192,0.074,0.056
0.104,0.042,0.116,-0.104,-0.013,0.117,0.007,-0.032,-0.043,0.201,0.078,0.057
0.102,0.023,0.113,-0.104,-0.01,0.124,0.012,-0.029,-0.046,0.212,0.083,0.059
0.101,0.01,0.104,-0.104,-0.008,0.132,0.016,-0.026,-0.043,0.223,0.088,0.063
0.101,-0.002,0.089,-0.107,-0.008,0.132,0.018,-0.018,-0.033,0.241,0.096,0.076
0.101,-0.011,0.074,-0.109,-0.008,0.132,0.021,-0.011,-0.023,0.258,0.103,0.088
0.098,-0.018,0.057,-0.113,-0.012,0.133,0.015,-0.01,-0.013,0.276,0.111,0.095
0.096,-0.025,0.04,-0.118,-0.017,0.135,0.008,-0.013,-0.003,0.293,0.118,0.097
0.092,-0.03,0.022,-0.123,-0.022,0.138,0.002,-0.015,0.005,0.31,0.126,0.1
0.084,-0.035,0.005,-0.126,-0.024,0.148,0.002,-0.018,0.007,0.323,0.131,0.1
0.077,-0.042,-0.013,-0.128,-0.027,0.158,0.002,-0.02,0.01,0.335,0.136,0.1
0.069,-0.049,-0.028,-0.129,-0.031,0.166,0.002,-0.023,0.018,0.351,0.141,0.101
0.062,-0.056,-0.043,-0.129,-0.036,0.171,0.002,-0.025,0.028,0.368,0.146,0.103
0.055,-0.059,-0.056,-0.129,-0.04,0.176,0.001,-0.028,0.037,0.386,0.151,0.106
0.053,-0.061,-0.066,-0.132,-0.04,0.181,-0.009,-0.035,0.042,0.406,0.163,0.113
0.05,-0.064,-0.076,-0.134,-0.04,0.186,-0.019,-0.043,0.047,0.426,0.176,0.121
0.046,-0.066,-0.081,-0.137,-0.04,0.19,-0.032,-0.049,0.044,0.446,0.188,0.128
0.041,-0.069,-0.083,-0.139,-0.04,0.192,-0.047,-0.054,0.036,0.466,0.201,0.136
0.036,-0.071,-0.086,-0.142,-0.04,0.195,-0.062,-0.059,0.03,0.486,0.213,0.143
0.031,-0.074,-0.088,-0.14,-0.035,0.193,-0.077,-0.067,0.037,0.508,0.224,0.153
0.026,-0.073,-0.091,-0.137,-0.03,0.191,-0.092,-0.074,0.045,0.531,0.234,0.163
0.025,-0.071,-0.096,-0.136,-0.03,0.188,-0.105,-0.082,0.051,0.549,0.244,0.171
0.028,-0.068,-0.104,-0.136,-0.035,0.186,-0.115,-0.089,0.056,0.562,0.254,0.176
0.03,-0.071,-0.111,-0.136,-0.04,0.183,-0.125,-0.097,0.061,0.574,0.264,0.181
0.03,-0.073,-0.116,-0.13,-0.045,0.186,-0.123,-0.104,0.059,0.583,0.27,0.183
0.03,-0.074,-0.121,-0.122,-0.05,0.191,-0.121,-0.112,0.056,0.59,0.275,0.183
0.029,-0.071,-0.124,-0.115,-0.051,0.194,-0.116,-0.117,0.054,0.599,0.28,0.184
0.027,-0.069,-0.124,-0.11,-0.046,0.189,-0.106,-0.117,0.051,0.612,0.285,0.192
0.024,-0.068,-0.124,-0.105,-0.041,0.184,-0.096,-0.117,0.049,0.624,0.29,0.199
0.024,-0.068,-0.124,-0.1,-0.042,0.178,-0.084,-0.111,0.038,0.635,0.297,0.207
0.024,-0.067,-0.124,-0.095,-0.045,0.17,-0.071,-0.104,0.026,0.645,0.304,0.214
0.024,-0.065,-0.123,-0.09,-0.046,0.163,-0.061,-0.096,0.014,0.653,0.311,0.221
0.024,-0.062,-0.121,-0.082,-0.044,0.161,-0.056,-0.089,0.004,0.65,0.314,0.221
0.024,-0.034,-0.118,-0.075,-0.041,0.158,-0.051,-0.081,-0.006,0.648,0.316,0.221
0.024,-0.002,-0.117,-0.066,-0.037,0.15,-0.042,-0.077,-0.012,0.645,0.314,0.219
0.024,0.046,-0.117,-0.056,-0.032,0.138,-0.032,-0.075,-0.017,0.643,0.309,0.217
0.024,0.129,-0.117,-0.046,-0.028,0.125,-0.023,-0.072,-0.022,0.639,0.304,0.214
0.024,0.212,-0.114,-0.036,-0.028,0.112,-0.018,-0.07,-0.027,0.627,0.296,0.212
0.024,0.315,-0.112,-0.026,-0.028,0.1,-0.013,-0.067,-0.032,0.614,0.289,0.209
0.024,0.426,-0.113,-0.019,-0.026,0.088,-0.009,-0.065,-0.037,0.596,0.281,0.206
0.024,0.535,-0.115,-0.017,-0.024,0.078,-0.007,-0.062,-0.042,0.574,0.274,0.201
0.024,0.638,-0.117,-0.014,-0.021,0.068,-0.004,-0.06,-0.047,0.551,0.266,0.196
0.026,0.74,-0.117,-0.012,-0.024,0.063,-0.009,-0.057,-0.055,0.524,0.254,0.191
0.029,0.816,-0.117,-0.009,-0.026,0.058,-0.014,-0.055,-0.062,0.496,0.241,0.186
0.034,0.879,-0.104,-0.005,-0.025,0.054,-0.016,-0.054,-0.07,0.467,0.228,0.179
0.041,0.929,-0.077,0.003,-0.02,0.051,-0.013,-0.057,-0.077,0.434,0.213,0.172
0.049,0.891,-0.049,0.01,-0.015,0.049,-0.011,-0.059,-0.085,0.402,0.198,0.164
0.065,0.854,0.008,0.013,-0.015,0.04,-0.013,-0.06,-0.085,0.365,0.181,0.155
0.083,0.761,0.067,0.016,-0.015,0.03,-0.015,-0.06,-0.085,0.327,0.163,0.145
0.104,0.631,0.132,0.018,-0.014,0.021,-0.017,-0.06,-0.085,0.294,0.148,0.136
0.131,0.501,0.207,0.021,-0.011,0.013,-0.017,-0.063,-0.085,0.269,0.138,0.128
0.158,0.383,0.281,0.023,-0.009,0.006,-0.017,-0.065,-0.085,0.244,0.128,0.12
0.164,0.265,0.297,0.024,-0.008,0.004,-0.017,-0.066,-0.085,0.238,0.126,0.119
0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
