I,II,III,aVR,aVF,aVL,V1,V2,V3,V4,V5,V6
0.085,-0.12,-0.22,0.015,-0.175,0.16,0.02,-0.02,-0.115,-0.13,-0.14,0.53
0.085,-0.14,-0.24,0.025,-0.195,0.17,0.025,0.0,-0.07,-0.125,-0.125,0.545
0.085,-0.14,-0.24,0.025,-0.195,0.17,0.03,0.025,-0.085,-0.12,-0.1,0.545
0.065,-0.14,-0.22,0.035,-0.185,0.15,0.035,0.03,-0.08,-0.12,-0.095,0.55
0.085,-0.14,-0.24,0.025,-0.195,0.17,0.04,0.015,-0.095,-0.12,-0.09,0.55
0.085,-0.14,-0.24,0.025,-0.195,0.17,0.04,0.0,-0.09,-0.115,-0.09,0.55
0.085,-0.14,-0.24,0.025,-0.195,0.17,0.045,0.02,-0.065,-0.115,-0.09,0.59
0.09,-0.14,-0.245,0.02,-0.2,0.175,0.05,0.0,-0.04,-0.09,-0.095,0.565
0.105,-0.135,-0.255,0.01,-0.2,0.19,0.05,0.02,-0.055,-0.085,-0.09,0.565
0.085,-0.135,-0.235,0.02,-0.19,0.17,0.03,0.02,-0.075,-0.08,-0.065,0.55
0.085,-0.135,-0.235,0.02,-0.19,0.17,0.055,0.025,-0.05,-0.07,-0.06,0.565
0.085,-0.135,-0.235,0.02,-0.19,0.17,0.075,0.03,-0.025,-0.065,-0.06,0.59
0.085,-0.13,-0.23,0.02,-0.185,0.165,0.08,0.03,-0.04,-0.06,-0.06,0.59
0.065,-0.13,-0.21,0.03,-0.175,0.14,0.08,0.01,-0.035,-0.055,-0.06,0.59
0.085,-0.11,-0.21,0.01,-0.165,0.155,0.06,0.01,-0.05,-0.055,-0.04,0.59
0.085,-0.11,-0.21,0.01,-0.165,0.155,0.06,0.03,-0.03,-0.055,-0.015,0.59
0.065,-0.125,-0.205,0.025,-0.17,0.14,0.08,0.01,-0.045,-0.045,-0.03,0.61
0.085,-0.125,-0.225,0.015,-0.18,0.165,0.08,0.01,-0.02,-0.02,-0.03,0.615
0.085,-0.12,-0.22,0.015,-0.175,0.16,0.065,0.015,-0.02,-0.015,-0.03,0.615
0.09,-0.115,-0.22,0.01,-0.175,0.165,0.065,0.015,-0.04,-0.01,-0.025,0.595
0.09,-0.115,-0.22,0.01,-0.175,0.165,0.065,0.02,-0.015,-0.03,-0.01,0.61
0.09,-0.115,-0.22,0.01,-0.175,0.165,0.08,0.02,-0.015,-0.025,-0.03,0.61
0.095,-0.11,-0.22,0.005,-0.17,0.165,0.06,0.02,-0.01,-0.005,-0.03,0.61
0.1,-0.11,-0.225,0.0,-0.175,0.17,0.08,0.02,-0.01,-0.005,-0.005,0.625
0.12,-0.105,-0.24,-0.01,-0.18,0.19,0.075,0.02,-0.01,0.0,-0.005,0.63
0.12,-0.105,-0.24,-0.01,-0.18,0.19,0.08,0.005,-0.025,-0.01,0.0,0.61
0.12,-0.085,-0.22,-0.02,-0.16,0.18,0.075,0.025,-0.005,0.015,0.0,0.61
0.125,-0.1,-0.24,-0.015,-0.175,0.19,0.075,0.025,-0.02,0.04,0.02,0.615
0.13,-0.1,-0.245,-0.02,-0.18,0.195,0.075,0.03,0.005,0.025,0.02,0.61
0.135,-0.1,-0.25,-0.02,-0.18,0.2,0.075,0.01,0.01,0.025,0.02,0.615
0.135,-0.1,-0.25,-0.02,-0.18,0.2,0.07,0.015,0.0,0.03,0.0,0.61
0.14,-0.1,-0.255,-0.02,-0.185,0.205,0.075,0.015,0.02,0.015,0.02,0.63
0.135,-0.075,-0.225,-0.03,-0.155,0.19,0.05,0.015,0.0,0.035,0.025,0.615
0.12,-0.09,-0.225,-0.02,-0.165,0.18,0.07,0.015,0.005,0.04,0.025,0.615
0.135,-0.07,-0.22,-0.035,-0.15,0.185,0.07,0.015,0.01,0.065,0.03,0.635
0.135,-0.065,-0.215,-0.035,-0.14,0.185,0.05,0.0,0.015,0.07,0.035,0.62
0.135,-0.06,-0.21,-0.04,-0.14,0.18,0.05,0.0,0.04,0.075,0.035,0.62
0.135,-0.06,-0.21,-0.04,-0.14,0.18,0.05,0.005,0.045,0.08,0.055,0.64
0.135,-0.055,-0.205,-0.04,-0.135,0.18,0.055,0.01,0.05,0.065,0.055,0.635
0.135,-0.075,-0.225,-0.03,-0.155,0.19,0.075,0.015,0.04,0.09,0.055,0.635
0.135,-0.07,-0.22,-0.035,-0.15,0.185,0.075,0.035,0.065,0.115,0.075,0.64
0.13,-0.05,-0.195,-0.04,-0.13,0.17,0.055,0.02,0.05,0.095,0.06,0.64
0.13,-0.045,-0.19,-0.045,-0.125,0.17,0.055,0.02,0.055,0.085,0.085,0.645
0.14,-0.045,-0.205,-0.05,-0.13,0.185,0.055,0.025,0.065,0.095,0.095,0.65
0.12,-0.04,-0.175,-0.04,-0.115,0.155,0.06,0.03,0.075,0.12,0.095,0.65
0.12,-0.04,-0.175,-0.04,-0.115,0.155,0.06,0.05,0.1,0.12,0.1,0.65
0.125,-0.035,-0.175,-0.045,-0.11,0.16,0.06,0.035,0.11,0.125,0.12,0.65
0.12,-0.05,-0.185,-0.035,-0.125,0.16,0.06,0.045,0.12,0.13,0.125,0.67
0.12,-0.045,-0.18,-0.04,-0.12,0.16,0.065,0.045,0.13,0.155,0.125,0.655
0.12,-0.02,-0.155,-0.05,-0.095,0.14,0.065,0.05,0.12,0.14,0.13,0.655
0.1,-0.04,-0.155,-0.03,-0.105,0.135,0.045,0.055,0.15,0.155,0.135,0.64
0.1,-0.015,-0.13,-0.045,-0.08,0.125,0.065,0.06,0.16,0.165,0.14,0.68
0.1,-0.01,-0.125,-0.045,-0.075,0.12,0.065,0.05,0.175,0.195,0.17,0.685
0.1,-0.03,-0.14,-0.035,-0.095,0.13,0.07,0.075,0.19,0.2,0.175,0.685
0.1,-0.025,-0.14,-0.04,-0.09,0.13,0.055,0.08,0.205,0.21,0.195,0.67
0.12,-0.025,-0.16,-0.05,-0.1,0.15,0.055,0.07,0.2,0.22,0.2,0.69
0.12,0.0,-0.135,-0.06,-0.075,0.135,0.055,0.075,0.23,0.23,0.205,0.695
0.125,0.005,-0.135,-0.065,-0.07,0.14,0.07,0.085,0.245,0.245,0.21,0.675
0.125,0.01,-0.13,-0.07,-0.065,0.135,0.055,0.09,0.24,0.28,0.215,0.68
0.125,0.015,-0.125,-0.07,-0.06,0.135,0.055,0.1,0.255,0.275,0.225,0.685
0.13,0.02,-0.125,-0.075,-0.06,0.135,0.055,0.11,0.295,0.285,0.23,0.69
0.13,0.025,-0.12,-0.08,-0.055,0.135,0.06,0.12,0.295,0.32,0.24,0.695
0.15,0.025,-0.14,-0.09,-0.065,0.155,0.045,0.13,0.315,0.335,0.245,0.695
0.13,0.05,-0.095,-0.09,-0.03,0.12,0.065,0.14,0.335,0.33,0.275,0.7
0.135,0.055,-0.095,-0.095,-0.025,0.12,0.07,0.155,0.36,0.35,0.28,0.705
0.135,0.06,-0.09,-0.1,-0.02,0.12,0.09,0.14,0.38,0.385,0.295,0.715
0.115,0.07,-0.06,-0.095,0.0,0.095,0.095,0.175,0.4,0.405,0.325,0.72
0.14,0.08,-0.075,-0.11,-0.005,0.115,0.075,0.165,0.42,0.425,0.335,0.725
0.14,0.09,-0.065,-0.115,0.005,0.11,0.075,0.175,0.465,0.445,0.34,0.73
0.14,0.08,-0.08,-0.115,-0.005,0.12,0.08,0.17,0.47,0.465,0.355,0.735
0.15,0.105,-0.06,-0.13,0.015,0.11,0.08,0.2,0.515,0.49,0.365,0.74
0.15,0.115,-0.05,-0.135,0.025,0.105,0.085,0.215,0.545,0.505,0.39,0.765
0.175,0.12,-0.07,-0.15,0.02,0.13,0.09,0.23,0.565,0.505,0.4,0.75
0.135,0.11,-0.04,-0.125,0.03,0.095,0.095,0.24,0.59,0.545,0.41,0.755
0.16,0.135,-0.04,-0.15,0.04,0.105,0.095,0.235,0.615,0.56,0.425,0.765
0.16,0.165,-0.01,-0.165,0.07,0.09,0.08,0.245,0.64,0.59,0.44,0.775
0.16,0.175,0.0,-0.17,0.08,0.085,0.08,0.255,0.66,0.61,0.455,0.785
0.18,0.185,-0.01,-0.185,0.08,0.1,0.085,0.265,0.665,0.65,0.465,0.79
0.16,0.175,0.0,-0.17,0.08,0.085,0.085,0.295,0.72,0.67,0.495,0.795
0.165,0.16,-0.02,-0.165,0.065,0.1,0.09,0.305,0.72,0.68,0.505,0.805
0.15,0.19,0.025,-0.17,0.1,0.07,0.09,0.295,0.755,0.695,0.515,0.805
0.15,0.195,0.03,-0.175,0.105,0.065,0.115,0.32,0.77,0.71,0.52,0.81
0.15,0.205,0.04,-0.18,0.115,0.06,0.095,0.325,0.78,0.72,0.55,0.815
0.17,0.23,0.045,-0.2,0.13,0.07,0.095,0.33,0.79,0.73,0.555,0.82
0.17,0.22,0.035,-0.195,0.12,0.075,0.115,0.33,0.795,0.745,0.56,0.825
0.155,0.245,0.075,-0.2,0.155,0.045,0.095,0.315,0.785,0.755,0.565,0.83
0.16,0.25,0.075,-0.205,0.155,0.05,0.095,0.32,0.81,0.76,0.555,0.815
0.18,0.255,0.06,-0.22,0.15,0.065,0.115,0.325,0.81,0.765,0.575,0.835
0.16,0.255,0.08,-0.21,0.16,0.045,0.095,0.33,0.795,0.765,0.585,0.84
0.16,0.26,0.085,-0.21,0.165,0.045,0.1,0.33,0.815,0.765,0.61,0.845
0.16,0.245,0.07,-0.205,0.15,0.05,0.095,0.325,0.79,0.77,0.595,0.845
0.165,0.275,0.095,-0.22,0.18,0.04,0.11,0.32,0.805,0.77,0.62,0.85
0.165,0.275,0.095,-0.22,0.18,0.04,0.09,0.32,0.8,0.775,0.6,0.85
0.16,0.28,0.105,-0.22,0.185,0.035,0.085,0.33,0.795,0.775,0.625,0.85
0.16,0.26,0.085,-0.21,0.165,0.045,0.08,0.305,0.77,0.77,0.61,0.855
0.16,0.28,0.105,-0.22,0.185,0.035,0.08,0.295,0.755,0.765,0.61,0.835
0.16,0.265,0.09,-0.215,0.17,0.04,0.075,0.28,0.76,0.755,0.61,0.855
0.16,0.265,0.09,-0.215,0.17,0.04,0.07,0.27,0.72,0.74,0.6,0.835
0.155,0.28,0.11,-0.22,0.19,0.03,0.085,0.25,0.695,0.72,0.59,0.83
0.155,0.275,0.105,-0.215,0.185,0.03,0.075,0.245,0.665,0.695,0.6,0.825
0.13,0.27,0.125,-0.2,0.19,0.01,0.07,0.225,0.645,0.67,0.59,0.82
0.125,0.265,0.125,-0.195,0.19,0.005,0.065,0.2,0.605,0.635,0.575,0.835
0.14,0.26,0.105,-0.2,0.175,0.025,0.06,0.175,0.56,0.6,0.56,0.825
0.135,0.25,0.1,-0.195,0.17,0.025,0.035,0.13,0.515,0.56,0.545,0.8
0.13,0.255,0.11,-0.195,0.175,0.015,0.045,0.12,0.465,0.5,0.5,0.785
0.125,0.22,0.08,-0.175,0.14,0.03,0.02,0.1,0.42,0.455,0.475,0.75
0.115,0.205,0.075,-0.16,0.135,0.025,0.035,0.07,0.37,0.43,0.47,0.76
0.11,0.195,0.07,-0.155,0.125,0.025,0.03,0.065,0.325,0.365,0.47,0.745
0.105,0.18,0.06,-0.14,0.115,0.03,0.025,0.025,0.295,0.325,0.43,0.73
0.085,0.165,0.065,-0.125,0.11,0.015,0.015,0.005,0.235,0.31,0.41,0.72
0.08,0.155,0.06,-0.12,0.1,0.015,0.015,0.01,0.2,0.26,0.39,0.69
0.075,0.14,0.05,-0.11,0.09,0.02,0.015,-0.005,0.19,0.245,0.375,0.68
0.09,0.13,0.025,-0.11,0.07,0.04,0.01,-0.015,0.14,0.2,0.355,0.69
0.07,0.115,0.03,-0.095,0.065,0.025,0.03,-0.045,0.115,0.175,0.34,0.68
0.085,0.105,0.005,-0.095,0.05,0.045,0.005,-0.04,0.09,0.14,0.32,0.65
0.065,0.09,0.01,-0.08,0.045,0.035,0.005,-0.05,0.07,0.14,0.31,0.64
0.065,0.08,0.0,-0.075,0.035,0.04,0.005,-0.055,0.055,0.125,0.28,0.635
0.065,0.075,-0.005,-0.07,0.03,0.04,0.005,-0.045,0.06,0.11,0.31,0.65
0.065,0.07,-0.01,-0.07,0.025,0.045,0.02,-0.07,0.03,0.08,0.3,0.645
0.065,0.045,-0.035,-0.055,0.0,0.055,0.02,-0.075,0.035,0.09,0.295,0.62
0.065,0.04,-0.04,-0.055,-0.005,0.06,0.0,-0.06,0.01,0.08,0.27,0.615
0.06,0.055,-0.02,-0.06,0.01,0.045,0.02,-0.06,0.005,0.07,0.26,0.61
0.06,0.05,-0.025,-0.055,0.005,0.05,0.02,-0.08,-0.005,0.065,0.275,0.625
0.055,0.045,-0.025,-0.05,0.005,0.045,0.025,-0.08,0.01,0.04,0.25,0.605
0.075,0.045,-0.045,-0.06,-0.005,0.065,0.0,-0.085,-0.015,0.05,0.25,0.6
0.055,0.025,-0.045,-0.04,-0.015,0.06,0.02,-0.07,0.0,0.045,0.27,0.6
0.035,0.04,-0.01,-0.04,0.01,0.03,0.02,-0.09,-0.005,0.025,0.27,0.6
0.055,0.04,-0.03,-0.05,0.0,0.05,0.02,-0.09,-0.025,0.025,0.27,0.575
0.055,0.04,-0.03,-0.05,0.0,0.05,0.02,-0.07,-0.025,0.02,0.27,0.605
0.055,0.02,-0.05,-0.04,-0.02,0.06,0.02,-0.07,-0.005,0.02,0.265,0.6
0.035,0.04,-0.01,-0.04,0.01,0.03,0.02,-0.07,-0.005,0.035,0.26,0.6
0.055,0.02,-0.05,-0.04,-0.02,0.06,0.02,-0.07,-0.01,0.03,0.275,0.595
0.075,0.04,-0.05,-0.06,-0.01,0.07,0.02,-0.09,-0.01,0.03,0.255,0.59
0.06,0.02,-0.055,-0.04,-0.025,0.065,0.015,-0.09,-0.03,0.015,0.26,0.59
0.06,0.04,-0.035,-0.05,-0.005,0.055,0.015,-0.09,-0.03,0.035,0.26,0.595
0.075,0.04,-0.05,-0.06,-0.01,0.07,0.015,-0.09,-0.03,0.03,0.26,0.595
0.055,0.04,-0.03,-0.05,0.0,0.05,0.02,-0.09,-0.025,0.015,0.26,0.595
0.055,0.035,-0.035,-0.045,-0.005,0.05,0.02,-0.09,-0.025,0.01,0.26,0.57
0.055,0.035,-0.035,-0.045,-0.005,0.05,0.0,-0.09,-0.025,0.01,0.26,0.57
0.055,0.015,-0.055,-0.035,-0.025,0.065,0.0,-0.09,-0.025,0.01,0.26,0.595
0.055,0.035,-0.035,-0.045,-0.005,0.05,0.0,-0.09,-0.025,0.01,0.245,0.575
0.055,0.035,-0.035,-0.045,-0.005,0.05,0.0,-0.09,-0.01,0.01,0.265,0.6
0.06,0.035,-0.04,-0.05,-0.01,0.055,-0.005,-0.09,-0.01,0.01,0.265,0.575
0.075,0.035,-0.055,-0.055,-0.015,0.07,-0.005,-0.09,-0.03,0.01,0.265,0.56
0.055,0.035,-0.035,-0.045,-0.005,0.05,0.0,-0.09,-0.005,0.035,0.265,0.57
0.075,0.035,-0.055,-0.055,-0.015,0.07,0.0,-0.085,0.0,0.035,0.26,0.57
0.075,0.015,-0.075,-0.045,-0.035,0.085,0.0,-0.09,0.0,0.02,0.26,0.57
0.075,0.035,-0.055,-0.055,-0.015,0.07,0.0,-0.085,-0.02,0.015,0.265,0.56
0.075,0.035,-0.055,-0.055,-0.015,0.07,0.0,-0.09,0.0,0.015,0.265,0.575
0.055,0.015,-0.055,-0.035,-0.025,0.065,0.0,-0.085,-0.02,0.015,0.265,0.575
0.065,0.03,-0.05,-0.05,-0.015,0.065,0.0,-0.08,-0.01,0.02,0.28,0.575
0.065,0.03,-0.05,-0.05,-0.015,0.065,0.0,-0.08,-0.01,0.02,0.28,0.575
0.065,0.04,-0.04,-0.055,-0.005,0.06,0.0,-0.09,-0.01,0.02,0.275,0.565
0.065,0.04,-0.04,-0.055,-0.005,0.06,0.0,-0.09,-0.01,0.02,0.275,0.56
0.065,0.045,-0.035,-0.055,0.0,0.055,0.0,-0.08,-0.01,0.02,0.275,0.56
0.065,0.04,-0.04,-0.055,-0.005,0.06,0.0,-0.08,-0.01,0.02,0.27,0.565
0.065,0.04,-0.04,-0.055,-0.005,0.06,0.0,-0.08,-0.005,0.02,0.26,0.565
0.065,0.03,-0.05,-0.05,-0.015,0.065,0.0,-0.08,-0.005,0.02,0.26,0.57
0.06,0.03,-0.045,-0.045,-0.015,0.06,0.0,-0.08,0.0,0.025,0.27,0.57
0.055,0.03,-0.04,-0.045,-0.01,0.055,-0.005,-0.08,0.0,0.03,0.275,0.575
0.055,0.03,-0.04,-0.045,-0.01,0.055,-0.01,-0.09,0.01,0.03,0.28,0.57
0.06,0.03,-0.045,-0.045,-0.015,0.06,-0.01,-0.095,0.01,0.025,0.275,0.565
0.065,0.03,-0.05,-0.05,-0.015,0.065,-0.01,-0.095,0.0,0.02,0.275,0.56
0.065,0.03,-0.05,-0.05,-0.015,0.065,-0.005,-0.09,-0.005,0.02,0.27,0.56
0.065,0.03,-0.05,-0.05,-0.015,0.065,-0.01,-0.08,-0.005,0.025,0.27,0.56
0.065,0.02,-0.06,-0.045,-0.025,0.07,-0.005,-0.08,-0.005,0.03,0.27,0.56
0.065,0.03,-0.05,-0.05,-0.015,0.065,-0.005,-0.09,-0.005,0.04,0.275,0.56
0.065,0.02,-0.06,-0.045,-0.025,0.07,0.0,-0.09,-0.005,0.04,0.275,0.56
0.065,0.03,-0.05,-0.05,-0.015,0.065,0.0,-0.095,0.0,0.04,0.275,0.56
0.065,0.02,-0.06,-0.045,-0.025,0.07,0.0,-0.09,0.0,0.04,0.27,0.56
0.065,0.02,-0.06,-0.045,-0.025,0.07,0.0,-0.095,-0.005,0.03,0.275,0.555
0.065,0.02,-0.06,-0.045,-0.025,0.07,0.0,-0.09,-0.01,0.025,0.27,0.55
0.06,0.02,-0.055,-0.04,-0.025,0.065,0.0,-0.09,-0.01,0.02,0.275,0.55
0.055,0.02,-0.05,-0.04,-0.02,0.06,0.0,-0.08,-0.005,0.02,0.275,0.555
0.055,0.015,-0.055,-0.035,-0.025,0.065,-0.005,-0.08,-0.005,0.02,0.275,0.56
0.06,0.01,-0.065,-0.035,-0.035,0.07,-0.005,-0.08,-0.005,0.02,0.27,0.56
0.065,0.01,-0.07,-0.04,-0.035,0.075,-0.01,-0.09,-0.01,0.02,0.26,0.56
0.065,0.015,-0.065,-0.04,-0.03,0.075,-0.005,-0.09,-0.01,0.02,0.27,0.555
0.065,0.015,-0.065,-0.04,-0.03,0.075,-0.005,-0.095,-0.01,0.02,0.27,0.55
0.065,0.015,-0.065,-0.04,-0.03,0.075,0.0,-0.095,-0.01,0.02,0.27,0.54
0.065,0.0,-0.08,-0.035,-0.045,0.08,0.0,-0.1,-0.01,0.02,0.26,0.54
0.065,0.0,-0.08,-0.035,-0.045,0.08,0.0,-0.1,-0.01,0.02,0.26,0.55
0.06,0.0,-0.075,-0.03,-0.045,0.075,0.0,-0.1,-0.02,0.02,0.27,0.555
0.06,0.01,-0.065,-0.035,-0.035,0.07,-0.005,-0.1,-0.025,0.02,0.275,0.555
0.055,0.01,-0.06,-0.035,-0.03,0.065,-0.01,-0.1,-0.025,0.02,0.275,0.55
0.055,0.01,-0.06,-0.035,-0.03,0.065,-0.01,-0.1,-0.02,0.02,0.27,0.54
0.055,0.0,-0.07,-0.03,-0.04,0.07,-0.005,-0.1,-0.01,0.02,0.26,0.535
0.06,0.0,-0.075,-0.03,-0.045,0.075,0.0,-0.1,-0.02,0.02,0.26,0.53
0.065,0.0,-0.08,-0.035,-0.045,0.08,-0.005,-0.11,-0.025,0.01,0.26,0.52
0.065,0.01,-0.07,-0.04,-0.035,0.075,-0.01,-0.115,-0.03,0.005,0.26,0.53
0.065,0.0,-0.08,-0.035,-0.045,0.08,-0.01,-0.115,-0.03,0.005,0.27,0.53
0.065,0.0,-0.08,-0.035,-0.045,0.08,-0.01,-0.11,-0.03,0.01,0.27,0.52
0.065,0.015,-0.065,-0.04,-0.03,0.075,-0.01,-0.095,0.015,0.065,0.255,0.5
0.065,0.005,-0.075,-0.035,-0.04,0.08,-0.005,-0.105,-0.03,0.015,0.27,0.515
0.065,0.005,-0.075,-0.035,-0.04,0.08,-0.025,-0.105,-0.03,0.035,0.25,0.535
0.045,0.005,-0.055,-0.025,-0.03,0.06,-0.01,-0.105,-0.03,0.035,0.25,0.515
0.045,0.005,-0.055,-0.025,-0.03,0.06,-0.01,-0.105,-0.015,0.03,0.27,0.51
0.045,0.0,-0.06,-0.025,-0.035,0.06,-0.01,-0.105,-0.035,0.03,0.27,0.515
0.065,0.0,-0.08,-0.035,-0.045,0.08,-0.01,-0.105,-0.035,0.01,0.25,0.495
0.045,0.0,-0.06,-0.025,-0.035,0.06,-0.01,-0.11,-0.035,0.03,0.25,0.515
0.065,0.0,-0.08,-0.035,-0.045,0.08,-0.03,-0.11,-0.035,0.01,0.27,0.515
0.045,0.02,-0.04,-0.035,-0.015,0.05,-0.03,-0.11,-0.035,0.005,0.25,0.515
0.045,-0.005,-0.065,-0.02,-0.04,0.065,-0.01,-0.11,-0.055,0.005,0.25,0.495
0.045,0.0,-0.06,-0.025,-0.035,0.06,-0.03,-0.11,-0.04,0.03,0.25,0.51
0.045,-0.005,-0.065,-0.02,-0.04,0.065,-0.015,-0.11,-0.04,0.01,0.27,0.49
0.045,-0.005,-0.065,-0.02,-0.04,0.065,-0.015,-0.11,-0.06,0.01,0.25,0.495
0.045,-0.01,-0.07,-0.02,-0.045,0.065,-0.03,-0.11,-0.04,0.01,0.25,0.515
0.045,-0.01,-0.07,-0.02,-0.045,0.065,-0.03,-0.11,-0.06,0.01,0.25,0.5
0.045,-0.01,-0.07,-0.02,-0.045,0.065,-0.01,-0.11,-0.04,0.025,0.245,0.5
0.045,-0.005,-0.065,-0.02,-0.04,0.065,-0.03,-0.11,-0.04,0.025,0.245,0.5
0.065,-0.005,-0.085,-0.03,-0.05,0.085,-0.03,-0.11,-0.035,0.03,0.265,0.5
0.045,0.0,-0.06,-0.025,-0.035,0.06,-0.025,-0.11,-0.035,0.035,0.27,0.5
0.065,0.005,-0.075,-0.035,-0.04,0.08,-0.025,-0.11,-0.05,0.015,0.235,0.48
0.07,0.015,-0.07,-0.045,-0.035,0.08,-0.025,-0.105,-0.03,0.02,0.24,0.485
0.055,0.025,-0.045,-0.04,-0.015,0.06,-0.025,-0.105,-0.025,0.025,0.245,0.49
0.055,0.035,-0.035,-0.045,-0.005,0.05,-0.025,-0.105,-0.04,0.015,0.27,0.5
0.06,0.045,-0.03,-0.055,0.0,0.05,-0.03,-0.11,-0.01,0.04,0.26,0.505
0.06,0.07,-0.005,-0.065,0.025,0.04,-0.03,-0.13,-0.01,0.045,0.28,0.51
0.06,0.08,0.005,-0.07,0.035,0.035,-0.03,-0.115,-0.005,0.045,0.28,0.515
0.085,0.11,0.01,-0.1,0.055,0.045,-0.035,-0.115,-0.02,0.065,0.28,0.515
0.065,0.1,0.02,-0.085,0.055,0.03,-0.035,-0.115,0.0,0.07,0.285,0.52
0.065,0.105,0.025,-0.085,0.06,0.025,-0.01,-0.12,0.01,0.07,0.295,0.545
0.06,0.12,0.045,-0.09,0.075,0.015,-0.005,-0.12,0.015,0.075,0.3,0.53
0.06,0.13,0.055,-0.095,0.085,0.01,-0.025,-0.1,0.045,0.085,0.305,0.53
0.065,0.14,0.06,-0.105,0.095,0.01,-0.03,-0.125,0.025,0.07,0.31,0.535
0.085,0.15,0.05,-0.12,0.095,0.025,-0.035,-0.13,0.03,0.07,0.31,0.54
0.07,0.16,0.075,-0.115,0.11,0.005,-0.04,-0.155,0.01,0.075,0.335,0.55
0.09,0.195,0.09,-0.14,0.135,0.005,-0.065,-0.16,0.035,0.08,0.325,0.535
0.095,0.2,0.09,-0.15,0.14,0.01,-0.075,-0.15,0.04,0.09,0.335,0.545
0.105,0.22,0.1,-0.165,0.155,0.01,-0.085,-0.17,0.05,0.1,0.345,0.555
0.09,0.235,0.13,-0.165,0.175,-0.015,-0.075,-0.15,0.06,0.13,0.355,0.56
0.095,0.225,0.115,-0.16,0.165,-0.005,-0.09,-0.155,0.06,0.115,0.38,0.565
0.08,0.25,0.155,-0.165,0.195,-0.03,-0.125,-0.165,0.06,0.135,0.365,0.565
0.095,0.25,0.14,-0.175,0.19,-0.015,-0.14,-0.19,0.03,0.11,0.36,0.55
0.095,0.245,0.135,-0.17,0.185,-0.015,-0.13,-0.2,0.025,0.085,0.355,0.55
0.11,0.24,0.115,-0.175,0.17,0.005,-0.155,-0.205,0.015,0.1,0.335,0.545
0.09,0.23,0.125,-0.16,0.17,-0.01,-0.155,-0.205,0.005,0.09,0.33,0.545
0.11,0.22,0.095,-0.165,0.15,0.015,-0.155,-0.205,0.0,0.085,0.345,0.54
0.095,0.23,0.12,-0.165,0.17,-0.005,-0.155,-0.185,0.01,0.095,0.34,0.54
0.095,0.22,0.11,-0.16,0.16,0.0,-0.15,-0.185,-0.015,0.07,0.315,0.535
0.095,0.185,0.075,-0.14,0.125,0.015,-0.14,-0.18,-0.005,0.065,0.325,0.525
0.095,0.16,0.05,-0.13,0.1,0.03,-0.135,-0.175,-0.03,0.06,0.3,0.52
0.09,0.12,0.015,-0.105,0.06,0.045,-0.125,-0.17,-0.035,0.055,0.31,0.51
0.08,0.095,0.0,-0.09,0.04,0.045,-0.095,-0.17,-0.04,0.05,0.3,0.48
0.075,0.075,-0.015,-0.075,0.025,0.05,-0.085,-0.17,-0.045,0.06,0.27,0.47
0.065,0.05,-0.03,-0.06,0.005,0.055,-0.1,-0.165,-0.055,0.03,0.26,0.46
0.075,-0.01,-0.1,-0.035,-0.06,0.095,-0.065,-0.16,-0.06,0.0,0.25,0.445
0.045,-0.04,-0.1,-0.005,-0.075,0.08,-0.05,-0.13,-0.065,-0.01,0.235,0.435
0.045,-0.04,-0.1,-0.005,-0.075,0.08,-0.045,-0.14,-0.07,-0.015,0.225,0.4
0.045,-0.055,-0.115,0.0,-0.09,0.09,-0.045,-0.14,-0.055,0.0,0.215,0.395
0.045,-0.045,-0.105,-0.005,-0.08,0.085,-0.06,-0.14,-0.085,-0.025,0.21,0.39
0.045,-0.035,-0.095,-0.01,-0.07,0.08,-0.06,-0.14,-0.09,-0.03,0.225,0.385
0.045,-0.065,-0.125,0.005,-0.1,0.095,-0.06,-0.14,-0.095,-0.015,0.2,0.38
0.025,-0.09,-0.13,0.03,-0.115,0.085,-0.06,-0.14,-0.08,-0.025,0.19,0.375
0.045,-0.1,-0.16,0.025,-0.135,0.11,-0.04,-0.14,-0.085,-0.03,0.185,0.35
0.045,-0.085,-0.14,0.015,-0.12,0.105,-0.06,-0.135,-0.09,-0.05,0.185,0.35
0.045,-0.11,-0.17,0.03,-0.14,0.115,-0.04,-0.115,-0.09,-0.055,0.185,0.365
0.045,-0.115,-0.175,0.03,-0.15,0.12,-0.04,-0.135,-0.09,-0.06,0.18,0.345
0.045,-0.1,-0.16,0.025,-0.135,0.11,-0.04,-0.135,-0.115,-0.06,0.16,0.34
0.025,-0.125,-0.165,0.045,-0.15,0.105,-0.04,-0.135,-0.095,-0.06,0.18,0.34
0.045,-0.11,-0.17,0.03,-0.14,0.115,-0.04,-0.135,-0.1,-0.06,0.18,0.34
0.045,-0.11,-0.17,0.03,-0.14,0.115,-0.02,-0.115,-0.12,-0.06,0.18,0.34
0.045,-0.11,-0.17,0.03,-0.14,0.115,-0.04,-0.11,-0.1,-0.06,0.175,0.32
0.045,-0.11,-0.17,0.03,-0.14,0.115,-0.055,-0.13,-0.1,-0.06,0.155,0.32
0.045,-0.13,-0.19,0.04,-0.165,0.125,-0.035,-0.13,-0.115,-0.06,0.175,0.32
0.045,-0.135,-0.195,0.04,-0.17,0.13,-0.035,-0.125,-0.095,-0.06,0.175,0.32
